"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 01 20:47:08 CET 2024","Mon Jan 01 20:47:08 CET 2024","0","tests","test_calculate","","","","test_negative_numbers",""
